,Adj Close,Close,High,Low,Open,Volume
2014-04-01,33.327498674468984,36.405142905090315,36.00171619342041,36.09057205555726,35.85477507832334,1618834.571838379
2014-04-02,33.15095415660096,36.22290746920777,36.15124653837586,36.40927647143553,36.12356370986939,-982931.6864013672
2014-04-03,32.41104169046022,35.42331416099549,35.68833325045776,35.53066676655578,36.1901512877655,5300772.613525391
2014-04-04,30.289258231170663,33.104264202896104,35.95447134934997,33.37370823948669,36.15306556808474,101031364.36462402
2014-04-07,29.330739543823228,32.056710872253404,32.15588749588014,32.06804366589358,32.00478794624328,28217515.350341797
2014-04-08,31.160468288238548,34.05647078199769,32.87757142462158,32.921190350372285,31.990955945510876,3875293.8385009766
2014-04-09,32.937194230453485,35.99828943469237,35.4047647885742,34.89591266262818,34.534393606292724,4238054.061889648
2014-04-10,28.490440861740126,31.138268292892462,34.79488330285645,32.22350506677245,35.69227463710021,85748046.26464844
2014-04-11,28.602352077667206,31.260609619247447,30.95340021882629,31.6032290125122,30.024500028930646,45953601.24206543
2014-04-14,31.051245922821067,33.93712034347533,32.761238725387585,32.80094374795533,33.14044597248841,5894109.878540039
2014-04-15,31.94145267871093,34.910050442001335,34.222136856918354,33.158303322219865,33.7041245983429,44698914.306640625
2014-04-16,33.19774622390747,36.28306724153137,35.80992323539732,36.45989478495787,35.855263971160895,-17489538.74206543
2014-04-17,32.48248023687745,35.50133910220336,35.72176007914737,35.929655343383786,35.28762118753053,5920746.505737305
2014-04-21,32.71146232664492,35.75164803686522,35.365183048629774,35.815193211837766,35.464368553024286,-25184425.43029785
2014-04-22,33.02842491969298,36.09803035409544,36.38771514254759,36.14623280541991,35.830258171798704,13379003.784179688
2014-04-23,32.071965139465306,35.0526840545044,35.130992184661864,35.62882102655027,35.864401585601826,-1318320.556640625
2014-04-24,32.443282754318204,35.458481493988046,35.61704211221314,34.93769760914611,35.938630528869595,19821795.852661133
2014-04-25,30.776928094238286,33.63724231571959,34.261297412475614,33.88413094119261,34.35060748780822,27905823.287963867
2014-04-28,31.893606646575904,34.857753681518574,35.009590363571164,33.414464632995646,34.547034057724005,56718815.73486328
2014-04-29,32.51685271733092,35.53890507664488,35.215435126281704,36.043416231002794,35.076258655654925,-12940368.301391602
2014-04-30,32.60131811624146,35.631226393356314,35.45691238334658,35.19770100839233,34.82272677592468,25445053.634643555
2014-05-01,32.2610904258423,35.25935290943909,35.507218852172855,35.50435842333982,35.572847540359504,12035543.594360352
2014-05-02,31.891202383773788,34.855111783798236,35.55177352627564,35.184604685562135,35.251817138946535,20777861.587524414
2014-05-05,32.28400053869629,35.284442106582645,34.72327699057007,33.88210703776551,33.92804961044311,-3511768.0053710938
2014-05-06,30.61826140322873,33.463819647415164,34.52076849340821,34.51835037483215,35.31123415071107,16820125.686645508
2014-05-07,32.32411981666567,35.32827381567384,34.595674861923214,33.83509285789489,34.40546397871401,35567810.455322266
2014-05-08,31.79896788327025,34.75433301896666,35.81581595712282,35.29787901344301,34.949909871688874,12266222.930908203
2014-05-09,32.083631021087655,35.0654119234772,34.30400433862303,34.60985392234804,34.84402359898377,6450989.517211914
2014-05-12,33.62882668714903,36.75425242877196,36.53508851289371,35.809431531738255,35.913210724975585,15571459.503173828
2014-05-13,32.919738647613514,35.97924351443484,36.22935667541503,36.9987374514923,36.60175213403318,-5286315.093994141
2014-05-14,31.801307569473295,34.75686173898316,35.22516182382205,34.99083889926146,35.591449193496686,11198843.551635742
2014-05-15,30.567039171691903,33.407867061676,34.177076746536244,32.884658084182746,34.387700380371115,93578417.78564453
2014-05-16,31.945583100234984,34.91453327514648,34.14893951972962,34.25357446076967,33.68873496354678,-4486059.646606445
2014-05-19,32.46989515495298,35.487573482559185,35.32126296873474,35.1785759962616,34.5233818548584,-19306737.335205078
2014-05-20,31.06685410595702,33.95415389695739,34.83998893443297,34.40682489579774,35.56501054464721,47694700.68359375
2014-05-21,32.99114506181334,36.0572771004486,35.46266355183411,35.56029292221069,34.57956991963195,6287626.770019531
2014-05-22,32.79381131394959,35.84159650160214,35.971725877120974,35.904325801178004,35.86524746467592,-13593012.405395508
2014-05-23,33.14929202941897,36.23011309873965,36.02851950141908,36.12810897985838,35.933877922683735,882931.591796875
2014-05-27,33.77574488996888,36.914820254501336,36.768932908508305,36.98275978701781,36.831832937545784,15927023.950195312
2014-05-28,32.97884869549563,36.04381961599731,36.34846550022888,36.265804755935676,36.52925814677428,7003843.405151367
2014-05-29,33.73635772743225,36.87177406036375,36.60761847831725,36.22526103152467,36.37808204466248,7070826.0986328125
2014-05-30,33.450673740966806,36.55953358808898,36.56732319853211,36.61497157588195,36.41328744560241,21691975.40283203
2014-06-02,33.31954612287902,36.416211389083855,36.38332166526794,36.05606867770385,36.82753121273805,4941341.207885742
2014-06-03,32.98299985908508,36.04837174678039,36.04530550555418,36.1842945672455,35.776414179595946,9951461.77368164
2014-06-04,33.256370648498546,36.34714740870666,36.365785019485486,35.95356636566163,35.889836319610595,1575583.6517333984
2014-06-05,34.16547015324403,37.340762352050774,37.446179122863754,36.26512566792297,36.75481365013124,43425231.36291504
2014-06-06,34.34737118525695,37.539546034759525,37.45282961267091,38.060254731597894,37.69558589909363,13020906.555175781
2014-06-09,33.90614921240234,37.057313754669195,37.45471930108641,37.310972613357535,37.29250475167848,2217155.8227539062
2014-06-10,33.623944679794306,36.74887794010925,36.51911821604918,36.555876833038326,36.78340223483275,901901.1993408203
2014-06-11,32.84678508105466,35.89950655268859,36.001413019836406,36.027895702453606,36.14964268504332,17955701.00402832
2014-06-12,31.80517002188111,34.761074620254504,35.87293580464174,34.77999562989808,36.041740092407224,51294445.49560547
2014-06-13,32.992127566528325,36.05838254425052,35.562988995925906,35.641359265213,35.35228018565368,7638800.201416016
2014-06-16,33.019914082519506,36.08872553385925,36.212534859680176,36.05130877404787,35.708359746139536,20276683.486938477
2014-06-17,33.439635259552034,36.54741738439944,36.35674492131042,36.05983881326293,35.93408826753236,15559334.091186523
2014-06-18,34.48819367053221,37.693476910873414,37.604434130981446,36.550429377365106,36.714294013763435,36505146.53015137
2014-06-19,33.97864541151429,37.136526562332136,37.10509152317812,37.62948293553163,37.917702473312374,7073437.530517578
2014-06-20,34.061428064712516,36.288463879608145,36.310037819961565,36.76129398867798,36.63685501107787,28756813.49182129
2014-06-23,33.71088053463748,36.37494142019656,36.39912729756165,36.43039181784059,36.56702071740722,-7626422.53112793
2014-06-24,32.54250084770203,35.22075409442138,36.86998407923889,35.39052446707154,36.06238832443236,31298809.204101562
2014-06-25,33.82862408157348,36.677996289718635,35.91333423744203,35.64204374449156,35.00792537619017,7932942.077636719
2014-06-26,33.3720990478821,36.217763499740585,36.05065864991761,35.722619796249404,36.969899186767606,14634269.85168457
2014-06-27,33.71138148237608,36.612258555313105,36.41819995274355,36.60201756750487,35.82890213163756,1895007.8979492188
2014-06-30,33.42092301507569,36.3154004623413,36.61600466954039,36.907073162628166,36.76586658789063,7324628.454589844
2014-07-01,34.61208553556824,37.62599143357849,37.91575702507021,37.11753837335206,36.940613387939436,29961793.826293945
2014-07-02,34.18243448672487,37.17098152087402,37.00503091897582,37.54127770967102,37.47019710972597,-16923239.27307129
2014-07-03,34.82499456861876,37.88011248498535,37.69736713061522,37.68978400819395,37.70392921669003,638523.2330322266
2014-07-07,33.64496438131715,36.596545815780644,36.901040311752325,36.76450467962647,37.21491796903993,13223787.161254883
2014-07-08,32.62317670211792,35.485185274612434,36.14101547207642,35.33739115887451,36.35795832154844,56986954.080200195
2014-07-09,33.98860933938599,36.97032259945678,36.554920965469364,36.557278288299585,36.16772317338561,-1221627.3986816406
2014-07-10,32.986277854766854,35.88014173760985,36.12550259458925,35.160511824996945,34.86944594648742,36825617.38586426
2014-07-11,33.53955084231566,36.48190514881901,36.23598967866516,36.48246540803527,36.66937117471312,-9249944.300842285
2014-07-14,34.39163075675964,37.4087096901703,37.452682654357915,37.93070159608459,37.75644889427187,-198373.79760742188
2014-07-15,33.5935804812317,36.54065822319032,37.17593428810119,36.00750534965516,37.14642790263366,58157036.42578125
2014-07-16,34.331878511047364,37.34373641616821,37.11065874221802,37.4075426344757,37.3099417056427,2643355.1483154297
2014-07-17,31.92413031060792,34.72475570756532,36.79345451911928,34.93516974440004,36.26749121885683,77982947.30834961
2014-07-18,34.7159990219574,37.76154619148255,36.62916285476686,36.63112235093689,35.55640171800232,25331887.408447266
2014-07-21,33.670085320892326,36.62390847087096,36.30102231993101,36.60950600505066,36.841343062896726,-28747560.232543945
2014-07-22,34.49127475463865,37.517098931625355,37.57085615974427,37.930482852935796,37.525336531280516,-1245738.28125
2014-07-23,34.48739259729004,37.512891959259036,37.37929849446107,37.41448050317385,37.52309525920106,2537199.786376953
2014-07-24,34.178612979766825,37.17699415589905,37.328728290374755,37.44644068589781,37.4678106434784,-2337330.5450439453
2014-07-25,33.20817177215574,36.1214423013611,36.32789033631897,36.022887861572286,36.43518755485533,23553829.18701172
2014-07-28,33.651762076782234,36.603933746185305,36.485084639160135,35.766667996231064,36.373590255783085,7982735.775756836
2014-07-29,32.89945792285155,35.78570215425111,36.98846719425964,36.48898000848388,36.98280501527404,22097096.6796875
2014-07-30,33.338383763549814,36.263095579299915,36.312692306976345,35.696287875412,36.30960351638794,40821959.62524414
2014-07-31,29.83789075003051,32.45554446940611,34.42823000982665,32.888091907211304,34.49521911752322,107746650.90942383
2014-08-01,31.13624895350648,33.86771120010377,33.52835940362547,33.18589885887147,32.502931944793716,70810836.3647461
2014-08-04,33.162590721344,36.071866972579954,35.36661670254517,34.81844460514833,34.61184364561461,-41866029.32739258
2014-08-05,31.114580006835922,33.84422176914978,34.80395497415162,34.259816061706545,35.213732872253445,61504467.46826172
2014-08-06,32.07300161691285,34.88670261364746,34.604203538940396,34.588846008743275,33.357501010772694,-19183055.81665039
2014-08-07,31.364847782150264,34.11640812022401,35.406337866195685,34.410526200134285,36.325751652313215,45940015.79284668
2014-08-08,34.023042344223,37.00780023457335,35.7424903248596,35.25153528434754,34.284867662277236,11757857.223510742
2014-08-11,33.74752705050659,36.70813639344789,37.01834602162171,37.99474352365115,37.510777702178956,-24397924.591064453
2014-08-12,33.12184849118043,36.0275469661255,35.920459552703846,35.91984798135374,36.11301935095216,-3090987.3046875
2014-08-13,34.355776937835685,37.36972680999753,36.974595581253055,37.042420039291414,36.78716664002988,-1377824.935913086
2014-08-14,34.56093338389587,37.59288856533814,37.227587440078736,37.50065441242981,37.27940179089359,-6963326.278686523
2014-08-15,33.91797137791443,36.89352536860656,37.63855129008482,36.14156288676452,38.022459065109246,84614186.15722656
2014-08-18,35.25059093948366,38.343043048110985,37.84197197497559,38.63134786404419,37.51604948004152,-18446894.439697266
2014-08-19,35.32374918777464,38.422617836868255,38.3296470853424,38.13895822991941,38.12632339381406,-10592789.428710938
2014-08-20,35.06601558648683,38.14228659022521,38.18072069718937,38.05246239302065,37.67697185040282,15167520.462036133
2014-08-21,35.07170050856021,38.148488102951035,38.200598974105844,38.28922573918152,38.25652946376036,7413034.881591797
2014-08-22,34.303028594833364,37.31234522792053,37.59298279370117,37.4153343537445,37.82134868229673,18580754.150390625
2014-08-25,35.17280466894533,38.258427198776246,38.31388991610717,37.67204502667238,38.262094625411976,2905783.8439941406
2014-08-26,34.73091556427002,37.77774207540895,37.96129016589356,38.45967693986512,37.87416136848452,-8145349.533081055
2014-08-27,34.41269293870545,37.43165218257141,37.393236402633676,37.40851328466795,37.66469082608032,1962516.860961914
2014-08-28,34.227332395523064,37.230026358322135,37.069098427246075,36.796753942169175,36.62354629527283,14703829.513549805
2014-08-29,34.72757654060365,37.77412154661562,37.61743084825136,37.399288631927504,37.79946541270448,19066466.217041016
2014-09-02,34.34133415879822,37.35400198899842,37.64872868415833,37.23256602474976,37.923153056365976,21344607.131958008
2014-09-03,34.199806262039175,37.200104885101325,37.85650959408571,37.51211858447263,37.97286472752381,1984387.954711914
2014-09-04,33.94895754965211,36.92726231707766,37.75271194877624,36.734461820724505,37.10853844537351,36010102.00500488
2014-09-05,34.90091746482847,37.962700271118166,37.19022355715941,36.70067234187317,36.59585572518921,40269932.63244629
2014-09-08,34.02964118911743,37.014966650588974,37.33257906649783,37.4473384298706,37.6833020223236,-9103175.674438477
2014-09-09,33.01131863204955,35.907348806549095,36.67346317378235,36.10560484751892,36.87809003735356,30759329.92553711
2014-09-10,34.30144680764769,37.310609165191664,36.65118794328308,36.46767049176023,36.096468754470806,-182812.89672851562
2014-09-11,34.316709699234025,37.32723243440245,37.032523996276865,37.004457906814565,36.46541514419556,7899259.191894531
2014-09-12,33.12075026843263,36.02637430628968,36.83375188470458,36.33934790272525,37.5070883665619,60438024.97253418
2014-09-15,33.49950762472534,36.43831467536924,36.16657180847167,36.439800664962775,36.24414896684266,-5079539.019775391
2014-09-16,35.07472665954592,38.15178258560181,38.135574607177716,36.728523364944465,36.12063452662659,49396808.685302734
2014-09-17,34.714538378082295,37.75997531263732,38.349657305023214,37.98841066278078,38.66734795605467,66711980.91430664
2014-09-18,35.44854205946348,38.55834176094055,37.98612669879151,38.73740942926025,38.30260293106079,-11116570.004272461
2014-09-19,34.712274723220816,36.81917796493531,37.79949734260558,37.11389884167477,37.963572258514404,37475659.68017578
2014-09-22,33.19792437289428,35.648386600540164,36.15725794282534,35.73183655999756,36.555961436431886,31441687.307739258
2014-09-23,32.78268095709228,35.31568747737123,35.727900000686645,35.70626303182985,35.113426141433706,13320710.433959961
2014-09-24,34.87068698600771,37.63472472309877,36.85822641839599,35.82893320524599,35.75487780432127,14555848.458862305
2014-09-25,31.367681930145267,33.878610201187115,36.20266917970275,34.964554082336434,37.208438067718504,60285816.9631958
2014-09-26,34.20222824395751,36.97298541778565,35.90872857609557,35.877698799453725,34.549072677154555,-6945590.896606445
2014-09-29,33.48115707894894,36.211352262390136,35.84582258450317,35.66614060839845,35.190371922317524,2788378.0670166016
2014-09-30,33.162240012084965,35.881118871490486,36.66113111256408,36.52236877423098,37.21823710757445,46743591.76635742
2014-10-01,31.000888664825453,33.55335797901918,35.0880739923401,33.676842125793485,35.713277040237415,78045415.22216797
2014-10-02,32.37568110916138,35.05205817817691,34.19493129199219,33.498935483474725,33.64984503894044,30908337.08190918
2014-10-03,34.7176295796051,37.58760814678956,37.17058365592956,37.381576527984606,36.54766584136962,-1690342.6055908203
2014-10-06,33.706557770141586,36.49291587101743,37.22805483744813,36.8997750738678,37.847941429977425,-1674314.9871826172
2014-10-07,30.881671680419913,33.434555763641356,34.963053489929194,34.16240781854245,34.96499471830751,53204899.475097656
2014-10-08,35.40111651730348,38.32756753137207,37.02695682533263,34.39020034802246,33.906472135665894,73582875.21362305
2014-10-09,30.56999773640439,33.09711103649903,36.31255413020324,35.289522376586916,38.01391260667421,75250333.60290527
2014-10-10,30.127110315246597,32.617582173904395,33.47266006660459,33.32254845979307,33.20912973603819,67740102.72216797
2014-10-13,28.618974563964855,30.984755574584995,32.47261265513612,31.280699813430772,32.59013603186037,64561947.78442383
2014-10-14,30.765050906143188,33.308285939147936,32.781159697631836,32.9569529210205,32.05164170054624,40035076.599121094
2014-10-15,30.036477874908428,32.51945696339416,31.814674311553944,28.532880048736587,30.27785617924502,208696344.95544434
2014-10-16,30.76257551542662,33.305594153472896,33.19269184005739,32.38971348764039,30.29773823664857,15283801.528930664
2014-10-17,33.22935658668521,35.976329041000355,35.95002417633057,37.50750469165038,37.408313517669654,-7144403.1982421875
2014-10-20,34.15342376994323,36.976729565689084,35.90266440394592,35.964974687423734,35.11966867060855,-61642232.25402832
2014-10-21,36.68926858251953,39.72223385023497,39.247762550689686,38.810791617691024,38.545498896286006,12337601.181030273
2014-10-22,33.48011410229492,36.247792016098,38.031855378814726,38.06773081066896,39.46606687704468,10357962.936401367
2014-10-23,35.649951163070654,38.59694962312315,38.502614363983156,38.66081408952331,37.90210977349852,19031261.642456055
2014-10-24,35.87096131669617,38.8362855198059,37.81908503216553,37.665352143386826,37.875391932724,-16179395.492553711
2014-10-27,34.54081275816341,37.39616699156193,37.26249041697693,37.62519500245668,37.701621615447976,-30571668.62487793
2014-10-28,36.343157298767125,39.347454313797016,38.98070350009155,38.74365193041993,38.23868845910644,16848553.482055664
2014-10-29,34.80189722888184,37.678825964508064,38.497377750152594,37.63674345991518,39.126060682769776,50213006.48498535
2014-10-30,35.68428740730286,38.63420551841736,38.579205304656966,37.76576388478088,36.92658935430907,5027652.206420898
2014-10-31,36.99443586224365,40.052585375625625,39.722594901351926,40.59179562760926,41.199626477767936,50211481.76574707
2014-11-03,35.75633063351441,38.71215833567808,39.11727912489317,39.20293773367308,39.106273332595805,-17958450.729370117
2014-11-04,34.64603961018372,37.51007844995118,37.55696855642702,37.126260610946645,37.73198547323611,5323492.279052734
2014-11-05,35.88042404492188,38.846541078903186,38.667140770004266,38.77320624739073,39.05694275962827,9071133.94165039
2014-11-06,35.962559557724006,38.935447249343866,38.76453783897401,38.20425484208678,38.12571206335451,27863335.189819336
2014-11-07,35.552142749603235,38.4910883649292,38.569527336990376,38.8288084116669,38.71228062948609,4101174.102783203
2014-11-10,35.83002740278624,38.7919574737854,38.62748003356933,38.68900597140504,38.38724358454897,-11644156.280517578
2014-11-11,35.57401279838561,38.51476292045592,38.516130552810694,38.721755547775246,38.76508149015808,-10006036.325073242
2014-11-12,35.10358285224913,38.005413805679325,38.155386767501824,37.91697714346316,37.577621887268066,35711484.826660156
2014-11-13,35.29223858856204,38.20975140545653,38.6522723769684,37.79419841296388,38.55472205223086,16701571.627807617
2014-11-14,35.19134261894226,38.10044928439331,37.95722922492979,38.301531680084224,38.09591683297731,12111231.060791016
2014-11-17,35.22710248724363,38.13918714372252,38.10381537460327,37.94823081939697,37.76353421072389,14206842.764282227
2014-11-18,36.20327032215883,39.196052910278325,39.365714496551504,38.670858641281114,38.4153420777435,10244598.837280273
2014-11-19,35.30906773106386,38.22796541445922,38.29020080119324,38.09211951344301,38.987208839584355,18932325.149536133
2014-11-20,35.63420435700988,38.579936860656744,38.4468412683716,37.91174911576843,37.41662285699462,7070941.424560547
2014-11-21,36.43804072850037,39.450209317901596,40.44580225782772,39.723719059890726,41.17104563618469,80875437.68615723
2014-11-24,36.3936390266266,39.40215900669861,38.874566890686026,39.738461779388444,39.061762679595944,-29506200.592041016
2014-11-25,35.817815917068486,38.77870735643006,39.19779511653135,38.92806042700195,39.26300117294312,13480602.906799316
2014-11-26,36.21426552458192,39.207955779174796,38.8638761571045,38.97216247718811,38.676607520385744,-4454862.791442871
2014-11-28,35.48478582717894,38.418148177902225,38.867950105056735,38.61125694313051,38.85800392532349,403234.11712646484
2014-12-01,34.23920481103514,37.06960551942444,37.4051896996765,37.02897168356324,37.6045676986389,51148280.114746094
