,Adj Close,Close,High,Low,Open,Volume
2013-12-02,30.10814797547917,33.23097275903322,33.63639809231566,33.203041980865464,33.653259024322494,47386353.19213867
2013-12-03,29.578493390930163,32.6463688740387,32.668316011184686,32.326441405227655,32.53361217510985,44646645.02258301
2013-12-04,29.93551490563962,33.04050617427063,33.26252084934998,32.06494139334109,32.23957626564027,38599932.62634277
2013-12-05,29.313979950058012,32.35442700476074,32.589037377365116,33.01988587568664,33.0872543742218,15681914.505004883
2013-12-06,31.534258934906006,34.80502353082275,34.367156967010516,34.35390906747435,34.34325870425414,41638226.428222656
2013-12-09,31.171841743560805,34.40501557542419,34.36325976531981,34.71588743553164,34.559401202621444,-26175812.371826172
2013-12-10,30.217548487869237,33.351776014877316,33.67072355400086,33.55897481542968,33.55675335240173,10607033.74633789
2013-12-11,28.554366432540917,31.51602101402281,33.206136966934196,31.498921783264166,33.4936382741852,60442867.67272949
2013-12-12,28.954262527648893,31.95744166592408,31.45513549569702,31.805183780258176,31.381038512619,21534878.02886963
2013-12-13,29.433185600173942,32.48601711320498,32.304761853378295,32.43274735406496,32.34070727941895,15619334.350585938
2013-12-16,30.623619574203474,33.79994151452635,33.82617269340514,33.76412875650024,33.13317876046753,7377920.486450195
2013-12-17,29.699762137329117,32.78028075988769,33.004101468902604,32.65244978866576,33.47998370932007,7535803.482055664
2013-12-18,32.65746488499451,36.044694767913825,35.47199203196715,31.964742030761727,32.82428455895996,157486077.36206055
2013-12-19,31.124483857467652,34.352753324798584,34.31552398280334,35.874193795562746,35.284441914245605,-11835475.903320312
2013-12-20,31.868156844726542,34.18760568850709,34.363056384460435,34.19710060031127,33.72630112763977,80835351.5991211
2013-12-23,32.15665749775698,34.99373363363648,34.757202341201776,35.44137626237486,35.49387960629272,-57501220.15991211
2013-12-24,31.884423038223275,34.81697816386412,34.69939396368409,35.02079512454222,34.65340191474914,-48880734.57946777
2013-12-26,32.31153387626645,35.34667139353945,35.31676998506168,35.29812929563903,35.15287662174987,-159175.61950683594
2013-12-27,31.684557633483877,34.696377820480336,34.910361168090816,35.01928931738283,35.3471203815613,-1022805.3894042969
2013-12-30,31.427581442245497,34.440834497818,34.42110541549684,34.52866796536253,34.526653146713244,-2350289.163208008
2013-12-31,32.096490472808824,35.19504093066405,35.02052414373779,34.73531481143186,34.619992614212066,31593701.251220703
2014-01-02,29.98755857861329,32.89560139109801,33.98163134243774,32.99289353218077,34.32474787908936,52609251.00708008
2014-01-03,30.614083946304333,33.59623224482726,33.691776459945686,33.72551388642884,33.50911803797911,-3273156.7321777344
2014-01-06,30.253079024200446,33.2105741296387,33.885509525192276,33.21198588594055,34.09552839367677,37783194.41833496
2014-01-07,31.560797601699818,34.64617937330627,34.179456538284285,34.37528260346983,33.614510322860724,5743691.278076172
2014-01-08,31.176142562713608,34.22390303129578,34.12800446070864,33.96753321052552,34.16795191047669,24405013.677978516
2014-01-09,31.190093324462907,34.23921603797913,34.39265951332092,33.84799192790223,34.69439036743165,14238951.370239258
2014-01-10,31.562964075714092,34.64852341247558,34.32930600593565,34.0949244477539,34.188078673339845,27522591.90673828
2014-01-13,29.077246100677485,31.91984193162537,34.20901154785156,32.33256236865233,33.90831893580628,69843394.08569336
2014-01-14,31.92651555157471,35.04768284005738,33.79037611676026,33.75952059236147,32.64968792790222,-511918.0160522461
2014-01-15,32.1766201619873,35.322184103271496,35.16077740830991,35.420187757965095,35.173893134582556,8843227.809143066
2014-01-16,31.38972762261963,34.45838682716371,34.33893589968875,34.67533659822081,34.630924470611575,-11603634.243774414
2014-01-17,30.626885435485832,33.620935240676886,34.138032749694815,33.90413307995604,34.21931041993713,38456857.443237305
2014-01-21,31.41284780464173,34.483772237854026,34.532314582168596,33.77439992643738,34.827533116363526,5544020.709228516
2014-01-22,31.330754190048197,34.39365283322144,34.17657861657716,34.772919686233536,34.291577991561894,-14718032.14263916
2014-01-23,29.859182818801884,32.7782102124786,33.06323533152772,32.27836680860901,33.18399785868834,71631344.59533691
2014-01-24,26.96026385246276,29.595915066757186,31.91126470817568,30.233025602767952,31.95540112312318,116253220.25146484
2014-01-27,28.09105235542299,30.83717038888551,30.78594697224426,30.22942608926391,30.423263277771014,43621954.806518555
2014-01-28,29.95636377516172,32.88490624655154,31.923606529052734,32.54142227336118,31.048464458511347,-24952886.961364746
2014-01-29,28.2741106556702,31.03818803039553,31.698750990264898,31.25316545188906,31.394576625854512,113290382.68737793
2014-01-30,30.87740815562441,33.89597816674805,33.59970636380007,33.401052952209454,33.29312236839294,-31130718.048095703
2014-01-31,29.356362289260858,32.22621859815979,32.713694181777925,31.650217594802854,31.143693368347158,82418677.23846436
2014-02-03,26.1379913165741,28.693231333969123,32.063846939666746,29.229597979598992,33.04839242576597,111650166.87316895
2014-02-04,29.21363858351134,32.069532126785276,30.10483390379332,31.25816556954959,29.842356981369022,-15130120.558166504
2014-02-05,29.004483579025276,31.839973723983775,31.283163787506112,31.237164717269906,31.237782108077994,17776802.61077881
2014-02-06,31.354727728286747,34.41996985493469,33.76869636004639,33.184214863220205,32.55607161453247,-7514478.89251709
2014-02-07,32.417362272186296,35.58645289723205,35.45445031112669,35.126299612686154,35.1314765588379,48880067.83905029
2014-02-10,31.523885011962903,34.605642734970104,34.36352797779847,35.271686310867324,35.19337228599548,-43412664.028930664
2014-02-11,32.848572600692734,36.05981020443724,36.31381706254575,35.04193360856624,34.655732076507576,18840860.63079834
2014-02-12,31.823636154739404,34.934682550079344,35.33686966839602,35.95356710661318,36.20140310980224,-7408763.996887207
2014-02-13,32.304423649002075,35.46249651710511,35.121481917953474,33.96173565774535,33.53294610810849,10900985.804748535
2014-02-14,32.59276108239746,35.77903702001953,35.834746014389054,35.86018742285157,35.83440023857116,8439995.152282715
2014-02-18,32.05816176202393,35.19216391233826,35.167393633300776,35.7792962682953,36.13034322819519,-2993621.725463867
2014-02-19,30.562013391921994,33.54971960812378,35.249525080535875,34.16016923060607,34.70313917271423,52851725.64239502
2014-02-20,31.89237110292052,35.010194466827386,34.37160486691286,33.94118715620425,34.05227703903199,11542111.584472656
2014-02-21,31.219836085754395,34.2718687048187,34.760662430923446,35.17023394638062,35.30818953155517,31342885.65673828
2014-02-24,32.112505798721315,35.25179665745546,35.77678023802184,34.92825891542054,34.50271468592834,22054885.903930664
2014-02-25,31.531169529800422,34.613646972015374,34.48517309066773,34.57433395591735,35.17992678790284,25459220.835876465
2014-02-26,31.42889601968386,34.50138292585757,34.56832025207521,34.5097711408539,34.75400600183107,5378641.529846191
2014-02-27,32.23663862475587,35.388047940414424,34.791107307235706,34.417235973358146,34.05565581817626,9041111.996459961
2014-02-28,32.17978103713992,35.32566636990356,35.89757336112976,34.999635262237575,35.427473944366426,70265569.86999512
2014-03-03,30.63890130931091,33.634121038589484,33.50252477256777,33.315530674621584,33.694359309310926,60084042.027282715
2014-03-04,33.479899398056006,36.75291214440918,36.68937889759826,36.857810474288954,36.25842243479917,44895261.18927002
2014-03-05,32.516295718307504,35.69508491442872,35.6270988576355,36.15368533325193,36.20128664285278,-39088679.47845459
2014-03-06,32.55896463426208,35.741930695602406,35.84299038023377,35.79141961689757,35.9430176534882,-8251047.769165039
2014-03-07,32.275977602462774,35.43124101434327,35.77291597842407,35.02641210023498,36.21866704832459,34766631.04095459
2014-03-10,32.007445134689306,35.1364969650879,34.717811405761694,34.66855702697754,34.65767448236082,-16462758.004760742
2014-03-11,31.10731781414796,34.14835884558104,35.42322613525391,34.49139266790772,35.41420311061097,25858098.126220703
2014-03-12,31.51914981140135,34.60047170570374,33.82484527738953,33.71506103065491,33.05617049853518,24017448.559570312
2014-03-13,29.65106698950197,32.54972400007628,35.067710603027336,32.933503991439835,35.54489255311583,70458775.63781738
2014-03-14,30.154161367523187,33.10202675427246,32.689553825088495,33.44360014038085,32.00817061242677,43922855.81512451
2014-03-17,32.148494836608876,35.29129634390259,34.71610708529661,34.81531693063354,34.135628545333844,-17108272.673034668
2014-03-18,32.79342699919127,35.9993023399353,35.64613617298892,35.42899278385926,35.22605464530949,11467991.34979248
2014-03-19,31.203225455535886,34.25366010227967,35.12539199046324,33.854410144546506,35.720371597366324,88891099.4796753
2014-03-20,32.48904395851133,35.66516137669373,34.95120675822449,34.70639897914123,33.73505100770569,-5992384.2849731445
2014-03-21,31.37115348841857,33.616546829040516,36.06367493173218,34.670535559997546,35.77929340309146,61078503.298950195
2014-03-24,30.891545501312237,33.50417122006226,33.529164135849015,33.18529075968931,34.2928728504028,-597992.3355102539
2014-03-25,32.07327954995728,34.898577656265275,34.22554281024168,34.51936270498658,34.13246809220885,-1911602.7862548828
2014-03-26,30.538052062042226,33.2720039004669,34.84747698698425,34.003246668457024,35.07197287377929,25766572.4899292
2014-03-27,30.72082425308227,33.50375697119142,32.73504124351501,33.14212483172605,32.5271701043396,44091558.810424805
2014-03-28,31.842323408859244,34.75184763113401,34.793476904724116,34.79009202113343,33.96281548007204,-7874309.9685668945
2014-03-31,32.922122146377546,35.94882085272218,35.38168143823242,34.91583151826478,35.59751688221738,7606460.687255859
