Date,High,Low,Close,Open,Volume
2018-11-15 09:30:00,188.56,187.5,188.0,188.39,1591491
2018-11-15 09:31:00,188.11,187.46,187.66,187.99,257171
2018-11-15 09:32:00,188.46,187.11,187.79,187.7,223966
2018-11-15 09:33:00,188.48,187.7,188.14,187.8,290664
2018-11-15 09:34:00,189.27,188.1,189.12,188.15,364489
2018-11-15 09:35:00,214.45,188.124,188.925,189.1,278676
2018-11-15 09:36:00,189.14,188.222,189.104,188.93,209192
2018-11-15 09:37:00,189.2,188.52,188.82,189.08,224031
2018-11-15 09:38:00,188.99,188.58,188.7,188.82,147370
2018-11-15 09:39:00,188.883,188.26,188.385,188.699,215644
2018-11-15 09:40:00,188.878,187.86,188.274,188.42,215188
2018-11-15 09:41:00,188.9,188.17,188.612,188.243,178141
2018-11-15 09:42:00,188.8,188.4,188.496,188.614,165473
2018-11-15 09:43:00,188.95,188.34,188.885,188.505,207135
2018-11-15 09:44:00,189.35,188.514,189.187,188.892,241632
2018-11-15 09:45:00,189.4,189.05,189.141,189.222,166296
2018-11-15 09:46:00,189.3,189.04,189.184,189.13,121750
2018-11-15 09:47:00,189.26,188.78,188.81,189.21,208449
2018-11-15 09:48:00,189.047,188.61,188.992,188.837,116070
2018-11-15 09:49:00,189.44,188.769,189.25,188.97,197740
2018-11-15 09:50:00,189.31,188.7,188.82,189.25,149720
2018-11-15 09:51:00,188.83,188.21,188.309,188.8,166159
2018-11-15 09:52:00,188.52,187.85,187.925,188.32,187825
2018-11-15 09:53:00,188.721,187.78,188.22,187.943,102791
2018-11-15 09:54:00,188.591,188.03,188.22,188.2,96177
2018-11-15 09:55:00,188.26,187.87,188.07,188.24,84302
2018-11-15 09:56:00,188.82,187.97,188.564,188.03,200101
2018-11-15 09:57:00,188.59,188.37,188.509,188.586,95904
2018-11-15 09:58:00,188.52,188.06,188.06,188.5,92676
2018-11-15 09:59:00,188.455,187.4,187.74,188.07,190904
2018-11-15 10:00:00,188.171,187.16,187.98,187.749,138854
2018-11-15 10:01:00,188.23,187.71,188.022,187.96,70991
2018-11-15 10:02:00,188.31,187.76,187.812,188.03,93065
2018-11-15 10:03:00,187.937,187.36,187.56,187.805,151450
2018-11-15 10:04:00,187.59,187.31,187.33,187.56,102757
2018-11-15 10:05:00,187.745,187.02,187.34,187.32,166028
2018-11-15 10:06:00,187.7,187.15,187.441,187.33,132567
2018-11-15 10:07:00,187.93,187.41,187.645,187.42,102149
2018-11-15 10:08:00,187.69,187.21,187.395,187.689,115811
2018-11-15 10:09:00,187.603,187.24,187.3,187.431,61487
2018-11-15 10:10:00,187.6,187.16,187.239,187.26,79378
2018-11-15 10:11:00,187.49,187.21,187.45,187.22,68888
2018-11-15 10:12:00,187.549,187.32,187.4,187.46,89146
2018-11-15 10:13:00,187.8,187.36,187.582,187.43,109428
2018-11-15 10:14:00,187.88,187.447,187.87,187.575,111559
2018-11-15 10:15:00,188.06,187.78,187.959,187.85,120235
2018-11-15 10:16:00,188.179,187.95,188.09,187.98,130475
2018-11-15 10:17:00,188.084,187.794,187.86,188.08,89842
2018-11-15 10:18:00,187.964,187.73,187.77,187.84,90886
2018-11-15 10:19:00,188.16,187.741,187.91,187.81,101742
2018-11-15 10:20:00,187.968,187.74,187.894,187.93,73758
2018-11-15 10:21:00,188.15,187.882,188.0,187.897,79259
2018-11-15 10:22:00,188.012,187.84,187.879,188.0,45855
2018-11-15 10:23:00,188.12,187.73,187.761,187.88,70325
