516,8
669,7
670,7
675,7
677,7
679,7
695,7
800,7
1054,6
73,6
1108,6
116,6
1153,6
317,6
322,6
342,6
343,6
355,6
358,6
361,6
382,6
383,6
458,6
459,6
515,6
518,6
595,6
598,6
783,6
798,6
871,6
873,6
874,6
876,6
1058,5
35,5
71,5
77,5
79,5
1111,5
1113,5
110,5
111,5
1136,5
113,5
114,5
1139,5
1155,5
1178,5
1179,5
156,5
1051,5
164,5
166,5
168,5
195,5
198,5
201,5
243,5
244,5
246,5
248,5
254,5
260,5
299,5
306,5
313,5
314,5
316,5
319,5
324,5
345,5
353,5
354,5
357,5
359,5
378,5
381,5
438,5
464,5
1135,5
485,5
486,5
489,5
494,5
499,5
1117,5
560,5
561,5
563,5
566,5
581,5
583,5
584,5
593,5
604,5
605,5
606,5
612,5
664,5
667,5
681,5
722,5
724,5
725,5
727,5
729,5
759,5
760,5
761,5
762,5
764,5
772,5
780,5
781,5
1028,5
824,5
825,5
826,5
828,5
830,5
832,5
931,5
1180,5
1118,5
1056,5
1006,5
1007,5
1021,5
1024,4
8,4
1034,4
11,4
1036,4
1026,4
17,4
1048,4
27,4
32,4
33,4
37,4
38,4
1081,4
63,4
66,4
1035,4
68,4
74,4
81,4
82,4
85,4
1110,4
93,4
94,4
103,4
1129,4
1130,4
1214,4
123,4
130,4
142,4
149,4
150,4
1049,4
1176,4
158,4
193,4
1224,4
233,4
234,4
237,4
241,4
251,4
253,4
257,4
263,4
265,4
266,4
300,4
303,4
308,4
309,4
362,4
365,4
369,4
419,4
426,4
437,4
467,4
482,4
483,4
488,4
491,4
493,4
503,4
558,4
565,4
573,4
576,4
580,4
587,4
614,4
616,4
644,4
646,4
1133,4
697,4
757,4
767,4
768,4
770,4
775,4
777,4
821,4
822,4
833,4
867,4
894,4
895,4
898,4
899,4
1174,4
928,4
933,4
953,4
1183,4
959,4
960,4
963,4
965,4
966,4
973,4
987,4
988,4
3,3
4,3
6,3
1044,3
1045,3
25,3
31,3
1032,3
1075,3
1078,3
61,3
1086,3
102,3
104,3
118,3
1149,3
132,3
133,3
137,3
138,3
140,3
143,3
1170,3
1172,3
159,3
1189,3
1191,3
1196,3
1198,3
180,3
1205,3
1206,3
1225,3
1208,3
1211,3
190,3
191,3
1223,3
1030,3
1061,3
239,3
268,3
269,3
275,3
282,3
284,3
286,3
287,3
298,3
347,3
363,3
386,3
387,3
404,3
405,3
420,3
423,3
425,3
469,3
478,3
480,3
535,3
536,3
556,3
569,3
572,3
599,3
609,3
617,3
634,3
636,3
638,3
640,3
642,3
1215,3
662,3
683,3
691,3
1147,3
752,3
754,3
1092,3
812,3
814,3
819,3
820,3
865,3
891,3
902,3
903,3
924,3
926,3
1190,3
954,3
958,3
962,3
967,3
970,3
984,3
985,3
991,3
994,3
997,3
998,3
1000,3
1012,3
1023,3
2,2
1042,2
1063,2
1064,2
47,2
52,2
60,2
1093,2
1120,2
1144,2
128,2
1158,2
1168,2
145,2
162,2
1195,2
1248,2
311,2
340,2
366,2
1085,2
375,2
1087,2
385,2
408,2
409,2
446,2
447,2
472,2
476,2
502,2
529,2
533,2
537,2
540,2
541,2
542,2
1041,2
601,2
1127,2
632,2
633,2
661,2
685,2
687,2
689,2
692,2
748,2
751,2
805,2
806,2
1186,2
808,2
810,2
815,2
835,2
836,2
839,2
862,2
863,2
890,2
919,2
922,2
978,2
982,2
1002,2
1004,2
1009,2
1015,2
1017,2
1018,2
15,1
1067,1
1068,1
1096,1
1107,1
97,1
1122,1
99,1
100,1
109,1
119,1
121,1
124,1
1217,1
1219,1
173,1
175,1
176,1
188,1
1227,1
204,1
206,1
1230,1
217,1
220,1
221,1
1250,1
280,1
289,1
371,1
1090,1
402,1
411,1
416,1
417,1
1097,1
506,1
512,1
520,1
545,1
620,1
630,1
649,1
651,1
660,1
1123,1
733,1
1257,1
785,1
803,1
837,1
1192,1
845,1
854,1
858,1
860,1
881,1
884,1
885,1
888,1
915,1
917,1
