0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,action,index
-0.0078,0.00218,0.00386,-0.00278,-0.00173,0.00146,0.00248,-0.00826,-0.00022,-0.00366,0.00765,0.00595,-0.00079,0.00358,-0.0033,0.0,0.00283,-0.00251,0.0023,-0.00352,0.00221,-0.0037,0.00367,-0.0026,0.006409999999999999,0.00866,-0.00105,-0.00157,-0.0062,-9e-05,0.0004,0.00066,0.00689,-0.00179,4e-05,0.00131,0.0059299999999999995,0.00395,0.0054399999999999995,0.004,0.005220000000000001,-0.00085,0.00158,0.00596,-0.0008900000000000001,0.0006799999999999999,0.0012699999999999999,0.00156,-0.0027,0.013999999999999999,0,840
-0.00107,-0.00073,-0.00103,0.00728,0.00093,0.00318,-0.00233,-0.0017399999999999998,0.00064,-0.00297,0.00281,-0.0010199999999999999,0.0006,-0.00119,-0.004379999999999999,-0.006490000000000001,0.00886,-0.00298,-0.0018399999999999998,0.008140000000000001,-0.0031899999999999997,0.011000000000000001,0.0058200000000000005,-0.00063,0.00084,-0.00218,0.00252,0.00037999999999999997,-0.00121,0.00117,0.00394,-0.00016999999999999999,-0.0009199999999999999,0.0018,-0.0020399999999999997,-0.0016699999999999998,0.005520000000000001,-0.0009199999999999999,-0.017740000000000002,0.00403,0.0065,0.0050799999999999994,0.00221,0.00233,0.0047799999999999995,-0.00021,-0.0008699999999999999,-0.00025,0.00795,0.0033299999999999996,0,905
0.00386,-0.00278,-0.00173,0.00146,0.00248,-0.00826,-0.00022,-0.00366,0.00765,0.00595,-0.00079,0.00358,-0.0033,0.0,0.00283,-0.00251,0.0023,-0.00352,0.00221,-0.0037,0.00367,-0.0026,0.006409999999999999,0.00866,-0.00105,-0.00157,-0.0062,-9e-05,0.0004,0.00066,0.00689,-0.00179,4e-05,0.00131,0.0059299999999999995,0.00395,0.0054399999999999995,0.004,0.005220000000000001,-0.00085,0.00158,0.00596,-0.0008900000000000001,0.0006799999999999999,0.0012699999999999999,0.00156,-0.0027,0.013999999999999999,-0.0063,0.00063,0,842
0.00601,0.00317,0.013080000000000001,0.00245,0.00604,-0.00115,0.006670000000000001,-0.00825,0.00412,-0.0078,0.00218,0.00386,-0.00278,-0.00173,0.00146,0.00248,-0.00826,-0.00022,-0.00366,0.00765,0.00595,-0.00079,0.00358,-0.0033,0.0,0.00283,-0.00251,0.0023,-0.00352,0.00221,-0.0037,0.00367,-0.0026,0.006409999999999999,0.00866,-0.00105,-0.00157,-0.0062,-9e-05,0.0004,0.00066,0.00689,-0.00179,4e-05,0.00131,0.0059299999999999995,0.00395,0.0054399999999999995,0.004,0.005220000000000001,0,831
0.00245,0.00604,-0.00115,0.006670000000000001,-0.00825,0.00412,-0.0078,0.00218,0.00386,-0.00278,-0.00173,0.00146,0.00248,-0.00826,-0.00022,-0.00366,0.00765,0.00595,-0.00079,0.00358,-0.0033,0.0,0.00283,-0.00251,0.0023,-0.00352,0.00221,-0.0037,0.00367,-0.0026,0.006409999999999999,0.00866,-0.00105,-0.00157,-0.0062,-9e-05,0.0004,0.00066,0.00689,-0.00179,4e-05,0.00131,0.0059299999999999995,0.00395,0.0054399999999999995,0.004,0.005220000000000001,-0.00085,0.00158,0.00596,0,834
-0.00825,0.00412,-0.0078,0.00218,0.00386,-0.00278,-0.00173,0.00146,0.00248,-0.00826,-0.00022,-0.00366,0.00765,0.00595,-0.00079,0.00358,-0.0033,0.0,0.00283,-0.00251,0.0023,-0.00352,0.00221,-0.0037,0.00367,-0.0026,0.006409999999999999,0.00866,-0.00105,-0.00157,-0.0062,-9e-05,0.0004,0.00066,0.00689,-0.00179,4e-05,0.00131,0.0059299999999999995,0.00395,0.0054399999999999995,0.004,0.005220000000000001,-0.00085,0.00158,0.00596,-0.0008900000000000001,0.0006799999999999999,0.0012699999999999999,0.00156,0,838
0.00765,0.00595,-0.00079,0.00358,-0.0033,0.0,0.00283,-0.00251,0.0023,-0.00352,0.00221,-0.0037,0.00367,-0.0026,0.006409999999999999,0.00866,-0.00105,-0.00157,-0.0062,-9e-05,0.0004,0.00066,0.00689,-0.00179,4e-05,0.00131,0.0059299999999999995,0.00395,0.0054399999999999995,0.004,0.005220000000000001,-0.00085,0.00158,0.00596,-0.0008900000000000001,0.0006799999999999999,0.0012699999999999999,0.00156,-0.0027,0.013999999999999999,-0.0063,0.00063,-0.00298,-0.00299,-0.00186,0.0012699999999999999,0.0035,0.0005,-0.0038299999999999996,0.00865,0,850
0.001,0.00036,-0.00268,0.0002,-0.0020399999999999997,0.0006,0.00389,0.0012,0.00352,0.00434,0.00214,0.00119,0.0059299999999999995,-0.00114,-0.00165,0.00264,0.00157,-0.00149,0.00122,0.00133,0.0007099999999999999,0.00098,0.00027,0.0051600000000000005,-0.00389,0.00176,-0.00495,0.0012900000000000001,0.00818,-0.00373,0.00156,0.00132,0.00039,0.0033399999999999997,0.00155,-0.0007,0.0017,-0.0036299999999999995,-0.00031,0.00093,-0.00232,-0.0050100000000000006,0.0085,-0.00294,0.0017100000000000001,0.006540000000000001,-0.00088,0.00231,-0.0005,0.01014,0,1029
0.00214,0.00119,0.0059299999999999995,-0.00114,-0.00165,0.00264,0.00157,-0.00149,0.00122,0.00133,0.0007099999999999999,0.00098,0.00027,0.0051600000000000005,-0.00389,0.00176,-0.00495,0.0012900000000000001,0.00818,-0.00373,0.00156,0.00132,0.00039,0.0033399999999999997,0.00155,-0.0007,0.0017,-0.0036299999999999995,-0.00031,0.00093,-0.00232,-0.0050100000000000006,0.0085,-0.00294,0.0017100000000000001,0.006540000000000001,-0.00088,0.00231,-0.0005,0.01014,-0.00061,0.00875,-0.0020800000000000003,-0.00121,-0.0036,0.00018999999999999998,0.00315,0.00545,0.00301,0.00176,0,1039
0.01406,0.00091,0.00229,0.00043,-0.00053,-0.00494,0.00027,-0.01121,-0.00281,0.009040000000000001,0.0071400000000000005,-0.00533,0.00584,-0.00826,-0.00414,0.00475,-0.00719,-0.0021100000000000003,0.0049299999999999995,0.008190000000000001,0.00663,0.00335,-0.00132,-0.01182,-0.01105,0.00412,0.01075,-0.02101,-0.009009999999999999,0.00788,0.00689,0.01048,0.0014,0.00349,0.00454,-0.00234,0.00203,-0.0082,0.00317,0.00466,0.00298,0.00011,-0.00143,0.0019100000000000002,-0.0087,0.00589,-0.00106,0.00149,0.00974,0.0009,0,135
