Date,High,Low,Close,Open,Volume
2018-11-15 09:30:00,197.19,195.89,195.9,196.87,219867
2018-11-15 09:31:00,197.0,195.67,196.36,195.985,41656
2018-11-15 09:32:00,196.95,195.6,195.946,196.349,39784
2018-11-15 09:33:00,196.25,195.33,195.72,195.89,36982
2018-11-15 09:34:00,197.8,195.52,197.49,195.61,62162
2018-11-15 09:35:00,199.5,197.37,199.344,197.525,72646
2018-11-15 09:36:00,200.1,196.203,199.925,199.44,93898
2018-11-15 09:37:00,200.0,199.18,199.425,200.0,30809
2018-11-15 09:38:00,199.75,198.96,199.49,199.5,40707
2018-11-15 09:39:00,199.8,196.95,199.321,199.346,33452
2018-11-15 09:40:00,199.537,198.6,198.799,199.405,32160
2018-11-15 09:41:00,199.84,198.71,199.53,198.855,34961
2018-11-15 09:42:00,199.57,198.45,198.62,199.48,37369
2018-11-15 09:43:00,199.74,198.29,199.49,198.62,41410
2018-11-15 09:44:00,200.76,198.82,200.305,199.5,74385
2018-11-15 09:45:00,200.62,200.09,200.421,200.32,49133
2018-11-15 09:46:00,200.75,200.2,200.286,200.49,44440
2018-11-15 09:47:00,200.45,199.54,199.918,200.305,45795
2018-11-15 09:48:00,200.218,199.15,200.035,199.92,42129
2018-11-15 09:49:00,200.98,199.87,200.77,199.992,55430
2018-11-15 09:50:00,200.83,200.01,200.145,200.825,30994
2018-11-15 09:51:00,200.26,199.31,199.6,200.122,47551
2018-11-15 09:52:00,199.996,198.79,198.98,199.57,76256
2018-11-15 09:53:00,199.31,198.82,199.28,199.08,31291
2018-11-15 09:54:00,199.8,199.101,199.53,199.25,42518
2018-11-15 09:55:00,199.707,199.32,199.66,199.47,42192
2018-11-15 09:56:00,200.7,199.6,200.16,199.67,82018
2018-11-15 09:57:00,200.37,199.613,199.785,200.16,26029
2018-11-15 09:58:00,199.967,199.6,199.85,199.69,9839
2018-11-15 09:59:00,199.856,199.26,199.5,199.7,32098
2018-11-15 10:00:00,199.95,199.2,199.61,199.95,35633
2018-11-15 10:01:00,200.25,199.495,199.883,199.64,36002
2018-11-15 10:02:00,200.3,199.731,199.77,199.92,56358
2018-11-15 10:03:00,200.009,199.4,199.827,199.666,24450
2018-11-15 10:04:00,199.93,199.57,199.57,199.78,20917
2018-11-15 10:05:00,199.95,199.407,199.835,199.71,67544
2018-11-15 10:06:00,200.26,199.52,199.8,199.78,68632
2018-11-15 10:07:00,200.25,199.611,199.825,199.73,17394
2018-11-15 10:08:00,199.88,198.82,198.94,199.75,34613
2018-11-15 10:09:00,199.23,198.28,198.427,199.073,35209
2018-11-15 10:10:00,198.75,197.832,198.122,198.34,45331
2018-11-15 10:11:00,198.856,198.0,198.29,198.13,29983
2018-11-15 10:12:00,198.75,198.05,198.54,198.22,41315
2018-11-15 10:13:00,199.179,198.03,198.417,198.45,41167
2018-11-15 10:14:00,198.69,198.16,198.68,198.275,20422
2018-11-15 10:15:00,199.25,198.556,198.97,198.556,27160
2018-11-15 10:16:00,199.19,198.531,199.007,198.942,23335
2018-11-15 10:17:00,199.1,198.51,198.78,199.02,16165
2018-11-15 10:18:00,199.0,198.52,198.95,198.69,19133
2018-11-15 10:19:00,199.488,198.865,199.346,198.95,55499
2018-11-15 10:20:00,199.44,199.06,199.33,199.4,23389
2018-11-15 10:21:00,199.85,199.285,199.38,199.285,42388
2018-11-15 10:22:00,199.43,198.82,198.94,199.38,26099
2018-11-15 10:23:00,199.45,198.91,199.27,198.94,22098
2018-11-15 10:24:00,199.34,198.92,198.976,199.28,31933
2018-11-15 10:25:00,199.167,198.75,198.983,198.93,37321
2018-11-15 10:26:00,199.4,198.84,198.99,198.87,18540
2018-11-15 10:27:00,199.26,198.83,199.145,198.987,14100
2018-11-15 10:28:00,199.5,198.98,199.31,199.2,44633
2018-11-15 10:29:00,199.27,198.526,198.592,199.27,31925
2018-11-15 10:30:00,198.959,198.22,198.31,198.54,20125
2018-11-15 10:31:00,198.44,198.12,198.36,198.31,38525
2018-11-15 10:32:00,198.677,198.13,198.29,198.32,17286
2018-11-15 10:33:00,198.643,197.61,197.68,198.235,70664
2018-11-15 10:34:00,197.89,197.19,197.39,197.69,45946
2018-11-15 10:35:00,197.71,197.16,197.35,197.4,37078
2018-11-15 10:36:00,197.415,197.11,197.11,197.415,23688
2018-11-15 10:37:00,197.52,196.772,197.422,197.14,79712
2018-11-15 10:38:00,197.72,197.3,197.375,197.418,26129
2018-11-15 10:39:00,197.8,197.35,197.8,197.44,34608
2018-11-15 10:40:00,198.23,197.703,197.815,197.703,30132
2018-11-15 10:41:00,198.05,197.613,197.8,197.89,20498
2018-11-15 10:42:00,197.8,197.23,197.365,197.764,16395
2018-11-15 10:43:00,197.66,197.17,197.371,197.43,31126
2018-11-15 10:44:00,197.65,197.133,197.36,197.39,34168
2018-11-15 10:45:00,197.43,197.15,197.349,197.344,14113
2018-11-15 10:46:00,197.8,197.35,197.747,197.35,28816
2018-11-15 10:47:00,197.9,197.484,197.87,197.79,45377
2018-11-15 10:48:00,197.88,197.6,197.8,197.825,33340
2018-11-15 10:49:00,198.29,197.672,198.161,197.779,43375
2018-11-15 10:50:00,198.69,197.99,198.588,198.24,34849
2018-11-15 10:51:00,198.75,198.147,198.543,198.62,22793
2018-11-15 10:52:00,198.86,198.102,198.72,198.64,43855
2018-11-15 10:53:00,198.9,198.292,198.89,198.681,39906
2018-11-15 10:54:00,199.17,198.81,199.1,198.9,55755
2018-11-15 10:55:00,199.5,198.9,198.97,199.093,34645
2018-11-15 10:56:00,199.04,198.37,198.403,199.04,20392
2018-11-15 10:57:00,198.9,198.14,198.265,198.467,20198
2018-11-15 10:58:00,198.63,198.16,198.59,198.219,34631
2018-11-15 10:59:00,198.63,197.96,198.0,198.6,24666
2018-11-15 11:00:00,198.17,197.566,197.566,198.013,15894
2018-11-15 11:01:00,198.359,197.28,197.36,198.359,22637
2018-11-15 11:02:00,198.575,197.28,197.65,197.36,17321
2018-11-15 11:03:00,198.0,197.66,197.721,197.701,8323
2018-11-15 11:04:00,198.9,197.7,198.59,197.72,48579
2018-11-15 11:05:00,198.89,198.3,198.849,198.418,12242
2018-11-15 11:06:00,198.849,198.05,198.255,198.849,20116
2018-11-15 11:07:00,199.0,198.19,199.0,198.32,22300
2018-11-15 11:08:00,199.09,198.52,198.99,199.0,13037
2018-11-15 11:09:00,199.0,198.6,198.88,198.99,16383
2018-11-15 11:10:00,199.149,198.66,198.754,199.0,16786
2018-11-15 11:11:00,198.987,198.61,198.81,198.71,15676
2018-11-15 11:12:00,199.14,198.546,199.0,198.87,14933
2018-11-15 11:13:00,199.2,198.76,198.845,199.11,21065
2018-11-15 11:14:00,199.01,198.58,198.716,198.89,13314
2018-11-15 11:15:00,198.798,198.47,198.6,198.63,18655
2018-11-15 11:16:00,198.92,198.51,198.6,198.51,17724
2018-11-15 11:17:00,198.79,198.32,198.47,198.68,21699
2018-11-15 11:18:00,198.719,198.01,198.15,198.41,18391
2018-11-15 11:19:00,198.587,198.08,198.18,198.087,28279
2018-11-15 11:20:00,198.837,198.12,198.555,198.12,33993
2018-11-15 11:21:00,198.737,198.33,198.655,198.65,26558
2018-11-15 11:22:00,198.92,198.601,198.8,198.69,19824
2018-11-15 11:23:00,199.49,198.87,199.49,198.87,26481
2018-11-15 11:24:00,199.55,198.635,199.23,199.485,36907
2018-11-15 11:25:00,199.86,199.249,199.53,199.29,35076
2018-11-15 11:26:00,199.58,199.1,199.196,199.495,16892
2018-11-15 11:27:00,199.41,198.85,198.89,199.214,12179
2018-11-15 11:28:00,199.262,198.52,198.925,198.925,27992
2018-11-15 11:29:00,199.46,198.49,199.309,199.06,36811
2018-11-15 11:30:00,199.99,199.28,199.81,199.388,34401
2018-11-15 11:31:00,200.38,199.18,200.218,199.73,64091
2018-11-15 11:32:00,200.44,199.76,200.272,200.15,24042
2018-11-15 11:33:00,200.72,199.842,200.606,200.345,41356
2018-11-15 11:34:00,200.67,200.23,200.33,200.67,22914
2018-11-15 11:35:00,200.425,200.15,200.15,200.34,16099
2018-11-15 11:36:00,200.39,200.0,200.329,200.151,15774
2018-11-15 11:37:00,200.65,200.3,200.569,200.314,28509
